Book Name,Author,Rating,Number of Reviews,Price,Description,Listening Time (mins),Rank,Genre,combined_text,cleaned_text,KMeans_Cluster,DBSCAN_Cluster,HDBSCAN_Cluster
India Shastra: Reflections on the Nation in Our Time,Shashi Tharoor,4.2,55,1338,"This has been a time of unprecedented change in the country. The transformation of India's politics, economy, foreign policy, media, civil rights, governance and a myriad other aspects of our society and government has been swift and disruptive, sometimes brutally so. Narendra Modi, the nations new prime minister, and his Bharatiya Janata Party, dominate the political scene, as the Congress once did, and are attempting to change the way we work, think, pray and conduct ourselves as citizens of the planets most populous democracy. ",1617.0,2,Society & Culture,"India Shastra: Reflections on the Nation in Our Time This has been a time of unprecedented change in the country. The transformation of India's politics, economy, foreign policy, media, civil rights, governance and a myriad other aspects of our society and government has been swift and disruptive, sometimes brutally so. Narendra Modi, the nations new prime minister, and his Bharatiya Janata Party, dominate the political scene, as the Congress once did, and are attempting to change the way we work, think, pray and conduct ourselves as citizens of the planets most populous democracy. ",india shastra reflection nation time time unprecedented change country transformation india politics economy foreign policy medium civil right governance myriad aspect society government swift disruptive sometimes brutally narendra modi nation new prime minister bharatiya janata party dominate political scene congress attempting change way work think pray conduct citizen planet populous democracy,0,0,37
"Burn the Fat, Feed the Muscle: Transform Your Body Forever Using the Secrets of the Leanest People in the World",Tom Venuto,4.7,859,702,"

Oops!
It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time.

Go to the Amazon.in home page to continue shopping

",485.5,3,Fantasy,"Burn the Fat, Feed the Muscle: Transform Your Body Forever Using the Secrets of the Leanest People in the World 

Oops!
It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time.

Go to the Amazon.in home page to continue shopping

",burn fat feed muscle transform body forever using secret leanest people world oops rush hour traffic piling page please try short whileif trying place order processed time amazonin home page continue shopping,2,8,0
The Archangel Guide to Ascension: Visualizations to Assist Your Journey to the Light,Diana Cooper,4.6,190,569,"Since 2012 the energy on our planet has changed considerably, and we are now in a transitional period into a new Golden Age. ",156.0,4,Personal Success,"The Archangel Guide to Ascension: Visualizations to Assist Your Journey to the Light Since 2012 the energy on our planet has changed considerably, and we are now in a transitional period into a new Golden Age. ",archangel guide ascension visualization assist journey light since energy planet changed considerably transitional period new golden age,0,1,20
Everything Inside: Stories,Edwidge Danticat,4.5,173,703,"

Oops!
It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time.

Go to the Amazon.in home page to continue shopping

",485.5,3,Fantasy,"Everything Inside: Stories 

Oops!
It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time.

Go to the Amazon.in home page to continue shopping

",everything inside story oops rush hour traffic piling page please try short whileif trying place order processed time amazonin home page continue shopping,2,8,0
White Fragility: Why It's So Hard for White People to Talk About Racism,Robin DiAngelo,4.5,4942,683,Penguin presents the audiobook edition of White Fragility by Robin DiAngelo. ,380.0,4,Society & Culture,White Fragility: Why It's So Hard for White People to Talk About Racism Penguin presents the audiobook edition of White Fragility by Robin DiAngelo. ,white fragility hard white people talk racism penguin present audiobook edition white fragility robin diangelo,0,0,37
Lincoln in the Bardo,George Saunders,3.7,2255,569,Winner of the 2017 Man Booker Prize ,445.0,2,Historical Fiction,Lincoln in the Bardo Winner of the 2017 Man Booker Prize ,lincoln bardo winner man booker prize,0,53,30
God Save the Hon'ble Supreme Court,Fali S. Nariman,4.6,61,668,A timely volume that highlights the forthright and candid views and opinions on a wide variety of pertinent issues by one of India’s most respected legal luminaries.  ,412.0,4,Textbooks & Study Guides,God Save the Hon'ble Supreme Court A timely volume that highlights the forthright and candid views and opinions on a wide variety of pertinent issues by one of India’s most respected legal luminaries.  ,god save honble supreme court timely volume highlight forthright candid view opinion wide variety pertinent issue one india respected legal luminary,0,27,38
Chris Beat Cancer: A Comprehensive Plan for Healing Naturally,Chris Wark,4.8,1134,703,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",485.5,3,Theology & Philosophy of Religion,"Chris Beat Cancer: A Comprehensive Plan for Healing Naturally Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",chris beat cancer comprehensive plan healing naturally sorry need make sure youre robot best result please make sure browser accepting cooky,1,16,2
The Smartest Giant in Town,Julia Donaldson,4.8,1589,323,"The Smartest Giant in Town audiobook, read by actors Imelda Staunton, Jim Carter and Steven Pacey, brings to life the friendly giant and all the little animals in this tale from the unparalleled picture book partnership of Julia Donaldson and Axel Scheffler, creators of The Gruffalo. This audiobook edition also includes a song and a read-along track.",30.0,4,Fiction on Friendship for Children,"The Smartest Giant in Town The Smartest Giant in Town audiobook, read by actors Imelda Staunton, Jim Carter and Steven Pacey, brings to life the friendly giant and all the little animals in this tale from the unparalleled picture book partnership of Julia Donaldson and Axel Scheffler, creators of The Gruffalo. This audiobook edition also includes a song and a read-along track.",smartest giant town smartest giant town audiobook read actor imelda staunton jim carter steven pacey brings life friendly giant little animal tale unparalleled picture book partnership julia donaldson axel scheffler creator gruffalo audiobook edition also includes song readalong track,0,3,-1
Sex and Vanity,Kevin Kwan,4.1,1082,888,The fabulous new novel from the best-selling author of Crazy Rich Asians. ,576.0,4,Contemporary Fiction,Sex and Vanity The fabulous new novel from the best-selling author of Crazy Rich Asians. ,sex vanity fabulous new novel bestselling author crazy rich asian,0,43,43
"Cabin Fever: Diary of a Wimpy Kid, Book 6",Jeff Kinney,4.6,3903,410,"

Oops!
It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time.

Go to the Amazon.in home page to continue shopping

",485.5,3,Fantasy,"Cabin Fever: Diary of a Wimpy Kid, Book 6 

Oops!
It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time.

Go to the Amazon.in home page to continue shopping

",cabin fever diary wimpy kid book oops rush hour traffic piling page please try short whileif trying place order processed time amazonin home page continue shopping,2,8,0
Get Organized: Do More in Less Time,Ciara Conlon,4.5,267,1003,"At some point in our lives, most of us have felt overwhelmed by the number of things we need to do and the lack of time we have to do them. And although technology has advanced by leaps and bounds, giving us new ways to help keep track of our tasks and organize our lives, these technological advancements also bring even more demands on our time. ",285.0,4,Personal Development & Self-Help,"Get Organized: Do More in Less Time At some point in our lives, most of us have felt overwhelmed by the number of things we need to do and the lack of time we have to do them. And although technology has advanced by leaps and bounds, giving us new ways to help keep track of our tasks and organize our lives, these technological advancements also bring even more demands on our time. ",get organized le time point life felt overwhelmed number thing need lack time although technology advanced leap bound giving new way help keep track task organize life technological advancement also bring even demand time,0,2,10
"The Rational Male - Positive Masculinity, Volume 3",Rollo Tomassi,4.8,365,1003,"Positive Masculinity is the newest in a series designed to give men actionable information to build better lives for themselves based on realistic, objective understanding of intersexual dynamics. The audiobook outlines four key themes: red-pill parenting, the feminine nature, social imperatives, and positive masculinity.   ",1387.0,4,Personal Success,"The Rational Male - Positive Masculinity, Volume 3 Positive Masculinity is the newest in a series designed to give men actionable information to build better lives for themselves based on realistic, objective understanding of intersexual dynamics. The audiobook outlines four key themes: red-pill parenting, the feminine nature, social imperatives, and positive masculinity.   ",rational male positive masculinity volume positive masculinity newest series designed give men actionable information build better life based realistic objective understanding intersexual dynamic audiobook outline four key theme redpill parenting feminine nature social imperative positive masculinity,0,1,20
Black Out,Lila Rose,4.6,199,668,"At 24, Clarinda James has lived a traumatic life. One of the last images she saw before losing her sight was that of her parents' death. The nightmares of that time still haunt her every night. ",488.0,4,Contemporary Romance,"Black Out At 24, Clarinda James has lived a traumatic life. One of the last images she saw before losing her sight was that of her parents' death. The nightmares of that time still haunt her every night. ",black clarinda james lived traumatic life one last image saw losing sight parent death nightmare time still haunt every night,0,51,36
Room,Emma Donoghue,4.4,5797,323,"The story of a mother, her son, a locked room, and the outside world.",645.0,4,Literature & Fiction,"Room The story of a mother, her son, a locked room, and the outside world.",room story mother son locked room outside world,0,46,47
Powerful: Building a Culture of Freedom and Responsibility,Patty McCord,4.6,273,501,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",485.5,3,Theology & Philosophy of Religion,"Powerful: Building a Culture of Freedom and Responsibility Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",powerful building culture freedom responsibility sorry need make sure youre robot best result please make sure browser accepting cooky,1,16,2
Taking Charge of Adult ADHD,Russell A. Barkley PhD,4.4,300,938,"For adults with ADHD, problems with attention, planning, problem solving, and controlling emotions can make daily life an uphill battle. Fortunately, effective help is out there. No one is a better guide to how to get the best care - and what sufferers can do for themselves - than renowned ADHD researcher/clinician Russell A. Barkley. Dr. Barkley provides step-by-step strategies for managing symptoms and reducing their harmful impact. Listeners get hands-on self-assessment tools and skills-building exercises, plus clear answers to frequently asked questions about medications and other treatments. Specific techniques are presented for overcoming challenges in critical areas where people with the disorder often struggle - work, finances, relationships, and more. Finally, an authoritative one-stop resource for adults with ADHD who are ready to take back their lives. ",563.0,4,Earth Sciences Books,"Taking Charge of Adult ADHD For adults with ADHD, problems with attention, planning, problem solving, and controlling emotions can make daily life an uphill battle. Fortunately, effective help is out there. No one is a better guide to how to get the best care - and what sufferers can do for themselves - than renowned ADHD researcher/clinician Russell A. Barkley. Dr. Barkley provides step-by-step strategies for managing symptoms and reducing their harmful impact. Listeners get hands-on self-assessment tools and skills-building exercises, plus clear answers to frequently asked questions about medications and other treatments. Specific techniques are presented for overcoming challenges in critical areas where people with the disorder often struggle - work, finances, relationships, and more. Finally, an authoritative one-stop resource for adults with ADHD who are ready to take back their lives. ",taking charge adult adhd adult adhd problem attention planning problem solving controlling emotion make daily life uphill battle fortunately effective help one better guide get best care sufferer renowned adhd researcherclinician russell barkley barkley provides stepbystep strategy managing symptom reducing harmful impact listener get handson selfassessment tool skillsbuilding exercise plus clear answer frequently asked question medication treatment specific technique presented overcoming challenge critical area people disorder often struggle work finance relationship finally authoritative onestop resource adult adhd ready take back life,0,7,8
"The Codependency Recovery Plan: A 5-Step Guide to Understand, Accept, and Break Free from the Codependent Cycle",Krystal Mazzola M.Ed LMFT,4.6,81,501,Detach from codependency in five steps. ,259.0,4,Personal Development & Self-Help,"The Codependency Recovery Plan: A 5-Step Guide to Understand, Accept, and Break Free from the Codependent Cycle Detach from codependency in five steps. ",codependency recovery plan step guide understand accept break free codependent cycle detach codependency five step,0,2,10
A Better India: A Better World,Narayan Murthy,4.3,32,1005,Visit the website for A Better India: A Better World.,654.0,721,Politics & Government,A Better India: A Better World Visit the website for A Better India: A Better World.,better india better world visit website better india better world,0,3,-1
"Lean Mastery Collection: 8 Manuscripts: Lean Six Sigma, Lean Startup, Lean Enterprise, Lean Analytics, Agile Project Management, Kanban, Scrum, Kaizen",Jeffrey Ries,4.3,41,836,Eight audiobooks in one bundle.,648.0,1,"Sciences, Technology & Medicine","Lean Mastery Collection: 8 Manuscripts: Lean Six Sigma, Lean Startup, Lean Enterprise, Lean Analytics, Agile Project Management, Kanban, Scrum, Kaizen Eight audiobooks in one bundle.",lean mastery collection manuscript lean six sigma lean startup lean enterprise lean analytics agile project management kanban scrum kaizen eight audiobooks one bundle,0,60,66
The Mysterious Affair at Styles [Classic Tales Edition],Agatha Christie,4.1,2420,668,"Tragedy strikes at the estate at Styles. An old woman dies from what appears to be strychnine poisoning. The funny little Belgian, Hercule Poirot, is called in to investigate, though he appears to disregard every bit of damaging evidence. Has the great detective lost his touch? ",382.0,4,Traditional Detective Mysteries,"The Mysterious Affair at Styles [Classic Tales Edition] Tragedy strikes at the estate at Styles. An old woman dies from what appears to be strychnine poisoning. The funny little Belgian, Hercule Poirot, is called in to investigate, though he appears to disregard every bit of damaging evidence. Has the great detective lost his touch? ",mysterious affair style classic tale edition tragedy strike estate style old woman dy appears strychnine poisoning funny little belgian hercule poirot called investigate though appears disregard every bit damaging evidence great detective lost touch,0,24,-1
Unleashing Great Teaching: The Secrets to the Most Effective Teacher Development,David Weston,4.5,18,839,"It’s within the power of each and every school to unleash the best in teachers, day by day, month by month, year by year. ",538.0,4,Education,"Unleashing Great Teaching: The Secrets to the Most Effective Teacher Development It’s within the power of each and every school to unleash the best in teachers, day by day, month by month, year by year. ",unleashing great teaching secret effective teacher development within power every school unleash best teacher day day month month year year,0,35,27
Letters from an Astrophysicist,Neil deGrasse Tyson,4.7,939,888,"

Oops!
It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time.

Go to the Amazon.in home page to continue shopping

",485.5,3,Fantasy,"Letters from an Astrophysicist 

Oops!
It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time.

Go to the Amazon.in home page to continue shopping

",letter astrophysicist oops rush hour traffic piling page please try short whileif trying place order processed time amazonin home page continue shopping,2,8,0
Angel Prayer Meditations: Harnessing the Help of Heaven to Create Miracles,Kyle Gray,4.4,44,379,"Connecting to your angels is a two way process. The first step is through prayer; the second step is through meditation. If prayer is speaking, meditation is listening.",47.0,4,"Mind, Body & Spirit","Angel Prayer Meditations: Harnessing the Help of Heaven to Create Miracles Connecting to your angels is a two way process. The first step is through prayer; the second step is through meditation. If prayer is speaking, meditation is listening.",angel prayer meditation harnessing help heaven create miracle connecting angel two way process first step prayer second step meditation prayer speaking meditation listening,0,14,4
The Case for Jesus: The Biblical and Historical Evidence for Christ,Brant Pitre,4.9,371,879,"Over the past hundred years, scholars have attacked the historical truth of the Gospels and argued that they were originally anonymous and filled with contradictions. In The Case for Jesus, Brant Pitre taps in to the wells of Christian scripture, history, and tradition to ask and answer a number of different questions, including: If we don't know who wrote the Gospels, how can we trust them? How are the four Gospels different from other Gospels, such as the lost Gospel of ""Q"" and the Gospel of Thomas? How can the four Gospels be historically true when there are differences between them? How much faith should be put into these writings? ",450.0,1,Catholicism,"The Case for Jesus: The Biblical and Historical Evidence for Christ Over the past hundred years, scholars have attacked the historical truth of the Gospels and argued that they were originally anonymous and filled with contradictions. In The Case for Jesus, Brant Pitre taps in to the wells of Christian scripture, history, and tradition to ask and answer a number of different questions, including: If we don't know who wrote the Gospels, how can we trust them? How are the four Gospels different from other Gospels, such as the lost Gospel of ""Q"" and the Gospel of Thomas? How can the four Gospels be historically true when there are differences between them? How much faith should be put into these writings? ",case jesus biblical historical evidence christ past hundred year scholar attacked historical truth gospel argued originally anonymous filled contradiction case jesus brant pitre tap well christian scripture history tradition ask answer number different question including dont know wrote gospel trust four gospel different gospel lost gospel gospel thomas four gospel historically true difference much faith put writing,0,3,-1
Anger Management Workbook for Men: Take Control of Your Anger and Master Your Emotions,Aaron Karmin MA,4.4,354,501,"“Aaron’s experience treating anger is second to none.” (Dr. Nathan R. Hydes, PhD; US Navy Psychologist)",194.0,2,Personal Development & Self-Help,"Anger Management Workbook for Men: Take Control of Your Anger and Master Your Emotions “Aaron’s experience treating anger is second to none.” (Dr. Nathan R. Hydes, PhD; US Navy Psychologist)",anger management workbook men take control anger master emotion aaron experience treating anger second none nathan hydes phd navy psychologist,0,2,10
Mastering Fear: A Navy SEAL's Guide,Brandon Webb,4.8,98,754,From New York Times best-selling author and former Navy SEAL Brandon Webb comes a simple yet powerful five-step guide to transforming your life by making your fears work for you instead of against you.,293.0,2,Psychology,Mastering Fear: A Navy SEAL's Guide From New York Times best-selling author and former Navy SEAL Brandon Webb comes a simple yet powerful five-step guide to transforming your life by making your fears work for you instead of against you.,mastering fear navy seal guide new york time bestselling author former navy seal brandon webb come simple yet powerful fivestep guide transforming life making fear work instead,0,63,35
The Intimate Marriage,R. C. Sproul,4.7,4,659,"Dr. R.C. Sproul takes a practical, pastoral look at the most intimate of human relationships. He shows that if we follow God’s principles, marriage can be a celebration of joyous intimacy - one of life’s greatest delights. Dr. Sproul examines not only the theology of marriage but also its sociology and psychology, covering such topics as communication, gender roles, and sex.",144.0,4,Christianity,"The Intimate Marriage Dr. R.C. Sproul takes a practical, pastoral look at the most intimate of human relationships. He shows that if we follow God’s principles, marriage can be a celebration of joyous intimacy - one of life’s greatest delights. Dr. Sproul examines not only the theology of marriage but also its sociology and psychology, covering such topics as communication, gender roles, and sex.",intimate marriage sproul take practical pastoral look intimate human relationship show follow god principle marriage celebration joyous intimacy one life greatest delight sproul examines theology marriage also sociology psychology covering topic communication gender role sex,0,20,15
Musafir [Traveller],Bashir Badra,4.5,93,501,"Dr. Bashir Badra is considered a poet of such stature, who has not only transcended into his readers' hearts and minds through the fame of his published couplets but also into the literary hall of fame of well-received poets. For his contribution to Urdu and Hindi literature, he was awarded the prestigious Padma Shree in 1995. Dr. Badra has been a part of many prestigious mushayraas world over. Dr. Badra's style of poetry resonates with the common man and demystifies the world of Urdu shayari while staying true to its essence.",248.0,4,Poetry,"Musafir [Traveller] Dr. Bashir Badra is considered a poet of such stature, who has not only transcended into his readers' hearts and minds through the fame of his published couplets but also into the literary hall of fame of well-received poets. For his contribution to Urdu and Hindi literature, he was awarded the prestigious Padma Shree in 1995. Dr. Badra has been a part of many prestigious mushayraas world over. Dr. Badra's style of poetry resonates with the common man and demystifies the world of Urdu shayari while staying true to its essence.",musafir traveller bashir badra considered poet stature transcended reader heart mind fame published couplet also literary hall fame wellreceived poet contribution urdu hindi literature awarded prestigious padma shree badra part many prestigious mushayraas world badras style poetry resonates common man demystifies world urdu shayari staying true essence,0,40,1
Thirty Great Detective Stories,Arthur Conan Doyle,4.5,267,3416,"A wonderful collection of 30 of the greatest detective and mystery stories ever written. Featuring all the great classic sleuths, including Sherlock Holmes, Father Brown, Max Carrados, Dr. Thorndyke and Madame Rosika Storey. ",1270.0,4,Classic Fiction,"Thirty Great Detective Stories A wonderful collection of 30 of the greatest detective and mystery stories ever written. Featuring all the great classic sleuths, including Sherlock Holmes, Father Brown, Max Carrados, Dr. Thorndyke and Madame Rosika Storey. ",thirty great detective story wonderful collection greatest detective mystery story ever written featuring great classic sleuth including sherlock holmes father brown max carrados thorndyke madame rosika storey,0,55,50
The Seventh Bride,T. Kingfisher,4.3,392,352,"Young Rhea is a miller's daughter of low birth, so she is understandably surprised when a mysterious nobleman, Lord Crevan, shows up on her doorstep and proposes marriage. Since commoners don't turn down lords - no matter how sinister they may seem - Rhea is forced to agree to the engagement. ",407.0,4,Fairy Tale Fantasy,"The Seventh Bride Young Rhea is a miller's daughter of low birth, so she is understandably surprised when a mysterious nobleman, Lord Crevan, shows up on her doorstep and proposes marriage. Since commoners don't turn down lords - no matter how sinister they may seem - Rhea is forced to agree to the engagement. ",seventh bride young rhea miller daughter low birth understandably surprised mysterious nobleman lord crevan show doorstep proposes marriage since commoner dont turn lord matter sinister may seem rhea forced agree engagement,0,-1,-1
Ajab-Gazab Meri Duniya [My World],Ruskin Bond,4.5,5,668,"Through this book, Ruskin Bond helps listeners appreciate the small things in life. Not only does he know how to make us laugh but also knows how to laugh at himself. Bond himself weaves in and out of the this eclectic narrative that involves an old lady who climbs trees, clock towers, a cassowary bird, aunts, uncles, grandfathers, djinns, and ghosts. ",443.0,4,Short Stories,"Ajab-Gazab Meri Duniya [My World] Through this book, Ruskin Bond helps listeners appreciate the small things in life. Not only does he know how to make us laugh but also knows how to laugh at himself. Bond himself weaves in and out of the this eclectic narrative that involves an old lady who climbs trees, clock towers, a cassowary bird, aunts, uncles, grandfathers, djinns, and ghosts. ",ajabgazab meri duniya world book ruskin bond help listener appreciate small thing life know make laugh also know laugh bond weave eclectic narrative involves old lady climb tree clock tower cassowary bird aunt uncle grandfather djinn ghost,0,30,13
"The Winter of the Witch: Winternight Trilogy, Book 3",Katherine Arden,4.8,835,820,"Random House presents the audiobook edition of The Winter of the Witch by Katherine Arden, read by Kathleen Gati.",840.0,2,"Myths, Legends & Sagas","The Winter of the Witch: Winternight Trilogy, Book 3 Random House presents the audiobook edition of The Winter of the Witch by Katherine Arden, read by Kathleen Gati.",winter witch winternight trilogy book random house present audiobook edition winter witch katherine arden read kathleen gati,0,57,24
God of War,J. M. Barlog,4.6,156,820,The official novelization of the brand new game,485.5,3,Economics Books,God of War The official novelization of the brand new game,god war official novelization brand new game,0,3,89
Foundations of Western Civilization II: A History of the Modern Western World,Robert Bucholz,4.6,3,1774,"Beginning with the Renaissance, the culture of the West exploded. Over the next 600 years, rapid innovations in philosophy, technology, economics, military affairs, and politics allowed what had once been a cultural backwater left by the collapse of the Roman Empire to dominate the world. ",1475.0,4,History,"Foundations of Western Civilization II: A History of the Modern Western World Beginning with the Renaissance, the culture of the West exploded. Over the next 600 years, rapid innovations in philosophy, technology, economics, military affairs, and politics allowed what had once been a cultural backwater left by the collapse of the Roman Empire to dominate the world. ",foundation western civilization history modern western world beginning renaissance culture west exploded next year rapid innovation philosophy technology economics military affair politics allowed cultural backwater left collapse roman empire dominate world,0,23,22
Kinds of Minds: Toward an Understanding of Consciousness,Daniel C. Dennett,4.4,14,703,"

Oops!
It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time.

Go to the Amazon.in home page to continue shopping

",485.5,3,Fantasy,"Kinds of Minds: Toward an Understanding of Consciousness 

Oops!
It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time.

Go to the Amazon.in home page to continue shopping

",kind mind toward understanding consciousness oops rush hour traffic piling page please try short whileif trying place order processed time amazonin home page continue shopping,2,8,0
The Dead of Night: The 39 Clues: Cahills vs. Vespers Book 3,Peter Lerangis,4.6,86,609,"

Oops!
It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time.

Go to the Amazon.in home page to continue shopping

",485.5,3,Fantasy,"The Dead of Night: The 39 Clues: Cahills vs. Vespers Book 3 

Oops!
It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time.

Go to the Amazon.in home page to continue shopping

",dead night clue cahills vesper book oops rush hour traffic piling page please try short whileif trying place order processed time amazonin home page continue shopping,2,8,0
Nightmarch: A Journey into India's Naxal Heartlands,Alpa Shah,4.5,22,836,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",485.5,3,Theology & Philosophy of Religion,"Nightmarch: A Journey into India's Naxal Heartlands Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",nightmarch journey india naxal heartland sorry need make sure youre robot best result please make sure browser accepting cooky,1,16,2
Treasure Hunters,James Patterson,4.6,504,615,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",485.5,3,Theology & Philosophy of Religion,"Treasure Hunters Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",treasure hunter sorry need make sure youre robot best result please make sure browser accepting cooky,1,16,2
The Upside of Irrationality: The Unexpected Benefits of Defying Logic at Work and at Home,Dan Ariely,4.4,300,11862,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",485.5,3,Theology & Philosophy of Religion,"The Upside of Irrationality: The Unexpected Benefits of Defying Logic at Work and at Home Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",upside irrationality unexpected benefit defying logic work home sorry need make sure youre robot best result please make sure browser accepting cooky,1,16,2
Simon vs. the Homo Sapiens Agenda,Becky Albertalli,4.7,2310,683,"Penguin presents the audiobook edition of Simon vs. the Homo Sapiens Agenda by Becky Albertalli, read by Michael Crouch. ",405.0,4,Painting,"Simon vs. the Homo Sapiens Agenda Penguin presents the audiobook edition of Simon vs. the Homo Sapiens Agenda by Becky Albertalli, read by Michael Crouch. ",simon homo sapiens agenda penguin present audiobook edition simon homo sapiens agenda becky albertalli read michael crouch,0,3,99
Gratitude Daily: 21 Days to More Joy and Less Stress,Nataly Kogan,4.5,267,443,Experience more joy and less stress in a 21-day journey with world-renowned happiness expert Nataly Kogan.,485.5,3,Personal Development & Self-Help,Gratitude Daily: 21 Days to More Joy and Less Stress Experience more joy and less stress in a 21-day journey with world-renowned happiness expert Nataly Kogan.,gratitude daily day joy le stress experience joy le stress day journey worldrenowned happiness expert nataly kogan,0,2,10
Tears to Triumph: The Spiritual Journey from Suffering to Enlightenment,Marianne Williamson,4.6,365,10378,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",485.5,3,Theology & Philosophy of Religion,"Tears to Triumph: The Spiritual Journey from Suffering to Enlightenment Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",tear triumph spiritual journey suffering enlightenment sorry need make sure youre robot best result please make sure browser accepting cooky,1,16,2
HBR's 10 Must Reads on Change Management,Renee Mauborgne,4.6,202,668,"Most companies' change initiatives fail. Yours don't have to. If you listen to nothing else on change management, listen to these 10 articles (featuring ""Leading Change"" by John P. Kotter). We've combed through hundreds of Harvard Business Review articles and selected the most important ones to help you spearhead change in your organization. HBR's 10 Must Reads on Change Management will inspire you to: ",450.0,1,Small Businesses,"HBR's 10 Must Reads on Change Management Most companies' change initiatives fail. Yours don't have to. If you listen to nothing else on change management, listen to these 10 articles (featuring ""Leading Change"" by John P. Kotter). We've combed through hundreds of Harvard Business Review articles and selected the most important ones to help you spearhead change in your organization. HBR's 10 Must Reads on Change Management will inspire you to: ",hbrs must read change management company change initiative fail dont listen nothing else change management listen article featuring leading change john kotter weve combed hundred harvard business review article selected important one help spearhead change organization hbrs must read change management inspire,0,3,94
A River in Darkness: One Man's Escape from North Korea,Masaji Ishikawa,4.6,5131,586,"The harrowing true story of one man's life in—and subsequent escape from—North Korea, one of the world's most brutal totalitarian regimes. ",354.0,1,Biographies of Politicians,"A River in Darkness: One Man's Escape from North Korea The harrowing true story of one man's life in—and subsequent escape from—North Korea, one of the world's most brutal totalitarian regimes. ",river darkness one man escape north korea harrowing true story one man life inand subsequent escape fromnorth korea one world brutal totalitarian regime,0,3,-1
The Coffee-House of Surat,Leo Tolstoy,4.5,267,152,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",485.5,3,Theology & Philosophy of Religion,"The Coffee-House of Surat Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",coffeehouse surat sorry need make sure youre robot best result please make sure browser accepting cooky,1,16,2
"Around the World in 80 Trains: A 45,000-Mile Adventure",Monisha Rajesh,4.4,258,759,"Bloomsbury presents Around the World in 80 Trains by Monisha Rajesh, read by Monisha Rajesh.  ",664.0,1,Asia Travel & Tourism,"Around the World in 80 Trains: A 45,000-Mile Adventure Bloomsbury presents Around the World in 80 Trains by Monisha Rajesh, read by Monisha Rajesh.  ",around world train mile adventure bloomsbury present around world train monisha rajesh read monisha rajesh,0,3,-1
"Conversations with God: An Uncommon Dialogue, Book 1",Neale Donald Walsch,4.5,822,668,"Conversations with God is Neale Donald Walsch's account of his direct conversations with God, beginning in 1992 while Walsch was immersed in a period of deep depression. He composed a letter to God in which he vented his frustrations, and much to his surprise, even shock, God answered him. ",504.0,4,Spiritualism,"Conversations with God: An Uncommon Dialogue, Book 1 Conversations with God is Neale Donald Walsch's account of his direct conversations with God, beginning in 1992 while Walsch was immersed in a period of deep depression. He composed a letter to God in which he vented his frustrations, and much to his surprise, even shock, God answered him. ",conversation god uncommon dialogue book conversation god neale donald walschs account direct conversation god beginning walsch immersed period deep depression composed letter god vented frustration much surprise even shock god answered,0,3,98
"Speaking as a Leader: How to Lead Every Time You Speak...From Board Rooms to Meeting Rooms, From Town Halls to Phone Calls",Judith Humphrey,4.3,24,668,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",485.5,3,Theology & Philosophy of Religion,"Speaking as a Leader: How to Lead Every Time You Speak...From Board Rooms to Meeting Rooms, From Town Halls to Phone Calls Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",speaking leader lead every time speakfrom board room meeting room town hall phone call sorry need make sure youre robot best result please make sure browser accepting cooky,1,16,2
